class	Precursor_MZ
Pyridines and derivatives	96.05
Pyridines and derivatives	96.05
Organooxygen compounds	89.54
Organooxygen compounds	179.53
Organooxygen compounds	179.53
Fatty Acyls	259.47
Fatty Acyls	259.47
Fatty Acyls	259.47
Fatty Acyls	259.47
Fatty Acyls	259.47
Fatty Acyls	259.47
Carboxylic acids and derivatives	250.29
Carboxylic acids and derivatives	250.29
Carboxylic acids and derivatives	250.29
Carboxylic acids and derivatives	250.29
Organonitrogen compounds	302.5
Organonitrogen compounds	302.5
Organonitrogen compounds	302.5
Organonitrogen compounds	302.5
Organonitrogen compounds	302.5
Organonitrogen compounds	302.5
Organooxygen compounds	382.41
Organooxygen compounds	382.41
Organooxygen compounds	382.41
Organooxygen compounds	382.41
Organooxygen compounds	382.41
Organooxygen compounds	382.41
Phenols	183.17
Phenols	183.17
Phenols	183.17
Phenols	183.17
Purine nucleotides	347.19
Fatty Acyls	130.6
Fatty Acyls	130.6
Fatty Acyls	130.6
Fatty Acyls	129.06
Fatty Acyls	129.06
Carboxylic acids and derivatives	118.1
Carboxylic acids and derivatives	118.1
Carboxylic acids and derivatives	118.1
Carboxylic acids and derivatives	118.1
Organooxygen compounds	149.06
Carboxylic acids and derivatives	104.08
Carboxylic acids and derivatives	104.08
Carboxylic acids and derivatives	104.08
Cinnamic acids and derivatives	179.17
Cinnamic acids and derivatives	179.17
Cinnamic acids and derivatives	179.17
Cinnamic acids and derivatives	209.23
Cinnamic acids and derivatives	209.23
Cinnamic acids and derivatives	209.23
Cinnamic acids and derivatives	209.23
Cinnamic acids and derivatives	209.23
Cinnamic acids and derivatives	209.23
Cinnamic acids and derivatives	209.23
Cinnamic acids and derivatives	163.1
Cinnamic acids and derivatives	163.1
Cinnamic acids and derivatives	163.1
Pyridines and derivatives	96.05
Pyridines and derivatives	96.05
Pyridines and derivatives	96.05
Pyridines and derivatives	96.05
Pyridines and derivatives	96.05
Cinnamic acids and derivatives	179.19
Cinnamic acids and derivatives	179.19
Cinnamic acids and derivatives	179.17
Cinnamic acids and derivatives	179.17
Cinnamic acids and derivatives	179.17
Prenol lipids	473.68
Prenol lipids	473.68
Prenol lipids	473.68
Prenol lipids	473.68
Prenol lipids	473.68
Prenol lipids	473.68
Carboxylic acids and derivatives	90.63
Carboxylic acids and derivatives	90.98
Carboxylic acids and derivatives	90.98
Prenol lipids	417.6
Prenol lipids	417.6
Fatty Acyls	147.07
Lactones	179.18
Lactones	177.14
Organooxygen compounds	121.08
Flavonoids	303.28
Flavonoids	303.28
Flavonoids	303.28
Flavonoids	303.28
Flavonoids	303.28
Flavonoids	301.26
Flavonoids	301.26
Flavonoids	301.26
Fatty Acyls	130.6
Fatty Acyls	130.6
Fatty Acyls	130.6
Fatty Acyls	129.03
Hydroxy acids and derivatives	90.99
Glycerophospholipids	173.1
Glycerophospholipids	173.1
Glycerophospholipids	173.1
Glycerophospholipids	171.08
Organooxygen compounds	261.24
Organooxygen compounds	259.19
Organooxygen compounds	259.19
Organooxygen compounds	259.19
Organooxygen compounds	259.19
Organooxygen compounds	503.48
Organooxygen compounds	503.48
Carboxylic acids and derivatives	118.09
Carboxylic acids and derivatives	118.09
Carboxylic acids and derivatives	116.04
Organooxygen compounds	179.67
Organooxygen compounds	179.67
Stilbenes	229.27
Stilbenes	229.27
Stilbenes	229.27
Stilbenes	227.2
Stilbenes	227.2
Stilbenes	227.2
Organooxygen compounds	164.06
Phenols	209.21
Phenols	209.21
Phenols	209.21
Phenols	207.18
Phenols	207.18
Organooxygen compounds	263.25
Organooxygen compounds	263.25
Organooxygen compounds	263.25
Organooxygen compounds	261.21
Organooxygen compounds	261.21
Organooxygen compounds	261.21
Organooxygen compounds	261.21
Organooxygen compounds	261.21
Fatty Acyls	175.21
Fatty Acyls	175.21
Fatty Acyls	173.17
Fatty Acyls	173.17
Organooxygen compounds	179.13
Organooxygen compounds	135.08
Organonitrogen compounds	150.17
Organonitrogen compounds	150.17
Organonitrogen compounds	150.17
Organonitrogen compounds	150.17
Carboxylic acids and derivatives	146.18
Carboxylic acids and derivatives	146.18
Carboxylic acids and derivatives	146.18
Carboxylic acids and derivatives	146.18
Carboxylic acids and derivatives	180.2
Carboxylic acids and derivatives	180.2
Carboxylic acids and derivatives	180.2
Carboxylic acids and derivatives	180.2
Steroids and steroid derivatives	398.5
Glycerophospholipids	537.67
Glycerophospholipids	537.67
Glycerophospholipids	537.67
Glycerophospholipids	537.67
Glycerophospholipids	537.67
Glycerophospholipids	535.68
Glycerophospholipids	535.68
Glycerophospholipids	535.68
Glycerophospholipids	535.68
Glycerophospholipids	535.68
Glycerophospholipids	535.68
Glycerophospholipids	383.46
Glycerophospholipids	383.46
Glycerophospholipids	383.46
Glycerophospholipids	381.45
Glycerophospholipids	381.45
Glycerophospholipids	381.45
Glycerophospholipids	381.45
Glycerophospholipids	381.45
Glycerophospholipids	381.45
Glycerophospholipids	426.52
Glycerophospholipids	426.52
Glycerophospholipids	426.52
Glycerophospholipids	426.52
Glycerophospholipids	426.52
Glycerophospholipids	426.52
Glycerophospholipids	424.52
Glycerophospholipids	424.52
Glycerophospholipids	424.52
Glycerophospholipids	424.52
Glycerophospholipids	424.52
Sphingolipids	426.64
Sphingolipids	426.64
Sphingolipids	426.64
Sphingolipids	426.64
Sphingolipids	426.64
Organonitrogen compounds	302.49
Organonitrogen compounds	302.49
Organonitrogen compounds	302.49
Organonitrogen compounds	302.49
Organonitrogen compounds	302.49
Organonitrogen compounds	302.49
Sphingolipids	462.62
Sphingolipids	462.62
Sphingolipids	462.62
Sphingolipids	462.62
Sphingolipids	462.62
Sphingolipids	462.62
Sphingolipids	538.83
Sphingolipids	538.83
Sphingolipids	538.83
Sphingolipids	538.83
Sphingolipids	538.83
Sphingolipids	538.83
Sphingolipids	379.53
Sphingolipids	565.44
Fatty Acyls	293.49
Flavonoids	285.27
Flavonoids	285.27
Flavonoids	285.27
Flavonoids	285.27
Flavonoids	285.27
Flavonoids	283.25
Flavonoids	283.25
Flavonoids	595.49
Flavonoids	595.49
Flavonoids	595.49
Flavonoids	595.49
Flavonoids	595.49
Flavonoids	595.49
Flavonoids	593.51
Flavonoids	593.51
Flavonoids	593.51
Flavonoids	593.51
Flavonoids	593.51
Flavonoids	593.51
Flavonoids	419.4
Flavonoids	419.4
Flavonoids	419.4
Flavonoids	419.4
Flavonoids	419.4
Flavonoids	419.4
Flavonoids	595.52
Flavonoids	595.52
Flavonoids	595.52
Flavonoids	609.53
Flavonoids	609.53
Flavonoids	609.53
Flavonoids	609.53
Flavonoids	609.53
Flavonoids	609.53
Flavonoids	451.45
Flavonoids	451.45
Flavonoids	451.45
Flavonoids	451.45
Flavonoids	449.4
Flavonoids	449.4
Flavonoids	449.4
Flavonoids	449.4
Flavonoids	449.4
Flavonoids	449.4
Flavonoids	593.5
Flavonoids	593.5
Flavonoids	593.5
Flavonoids	593.5
Flavonoids	593.5
Flavonoids	593.5
Flavonoids	591.54
Flavonoids	591.54
Flavonoids	591.54
Flavonoids	591.54
Flavonoids	591.54
Flavonoids	591.54
Flavonoids	481.39
Flavonoids	481.39
Flavonoids	481.39
Flavonoids	481.39
Flavonoids	481.39
Flavonoids	479.37
Flavonoids	609.55
Flavonoids	609.55
Flavonoids	609.55
Flavonoids	609.55
Flavonoids	609.55
Flavonoids	609.55
Flavonoids	287.28
Flavonoids	287.28
Flavonoids	287.28
Flavonoids	287.28
Flavonoids	287.28
Flavonoids	287.28
Flavonoids	595.5
Flavonoids	595.5
Flavonoids	595.5
Flavonoids	595.5
Flavonoids	595.5
Flavonoids	595.5
Flavonoids	593.52
Flavonoids	593.52
Flavonoids	593.52
Flavonoids	593.52
Flavonoids	593.52
Flavonoids	593.52
Flavonoids	593.54
Flavonoids	593.54
Flavonoids	593.54
Flavonoids	593.54
Flavonoids	593.54
Flavonoids	593.54
Flavonoids	591.54
Flavonoids	591.54
Flavonoids	591.54
Flavonoids	591.54
Flavonoids	591.54
Flavonoids	611.48
Flavonoids	611.48
Flavonoids	611.48
Flavonoids	611.48
Flavonoids	611.48
Flavonoids	611.48
Flavonoids	609.57
Flavonoids	609.57
Flavonoids	609.57
Flavonoids	609.57
Flavonoids	609.57
Flavonoids	609.57
Flavonoids	449.38
Flavonoids	449.38
Flavonoids	449.38
Flavonoids	449.38
Flavonoids	449.38
Flavonoids	449.38
Flavonoids	447.38
Flavonoids	447.38
Flavonoids	447.38
Flavonoids	447.38
Flavonoids	447.38
Flavonoids	447.38
Flavonoids	451.38
Flavonoids	451.38
Flavonoids	451.38
Flavonoids	451.38
Flavonoids	451.38
Flavonoids	451.38
Flavonoids	449.43
Flavonoids	449.43
Flavonoids	449.43
Flavonoids	449.43
Flavonoids	449.43
Flavonoids	449.43
Flavonoids	449.38
Flavonoids	449.38
Flavonoids	449.38
Flavonoids	449.38
Flavonoids	449.38
Flavonoids	449.38
Flavonoids	447.38
Flavonoids	447.38
Flavonoids	447.38
Flavonoids	447.38
Flavonoids	447.38
Flavonoids	447.38
Flavonoids	273.27
Flavonoids	273.27
Flavonoids	273.27
Flavonoids	273.27
Flavonoids	273.27
Flavonoids	271.23
Flavonoids	271.23
Flavonoids	271.23
Flavonoids	271.23
Flavonoids	271.23
Flavonoids	597.51
Flavonoids	597.51
Flavonoids	597.51
Flavonoids	597.51
Flavonoids	595.54
Flavonoids	595.54
Flavonoids	595.54
Flavonoids	595.54
Flavonoids	595.54
Flavonoids	595.54
Flavonoids	611.53
Flavonoids	611.53
Flavonoids	611.53
Flavonoids	611.53
Flavonoids	611.53
Flavonoids	609.55
Flavonoids	609.55
Flavonoids	609.55
Flavonoids	609.55
Flavonoids	609.55
Flavonoids	609.55
Flavonoids	613.55
Flavonoids	613.55
Flavonoids	613.55
Flavonoids	613.55
Flavonoids	613.55
Flavonoids	613.55
Flavonoids	611.57
Flavonoids	611.57
Flavonoids	611.57
Flavonoids	611.57
Flavonoids	611.57
Flavonoids	611.57
Isoflavonoids	431.4
Isoflavonoids	431.4
Isoflavonoids	431.4
Isoflavonoids	431.4
Isoflavonoids	431.4
Isoflavonoids	431.4
Flavonoids	449.38
Flavonoids	449.38
Flavonoids	449.38
Flavonoids	449.38
Flavonoids	449.38
Flavonoids	447.37
Flavonoids	447.37
Flavonoids	447.37
Flavonoids	447.37
Flavonoids	447.37
Flavonoids	437.4
Flavonoids	437.4
Flavonoids	437.4
Flavonoids	437.4
Flavonoids	437.4
Flavonoids	437.4
Flavonoids	435.42
Flavonoids	435.42
Flavonoids	435.42
Flavonoids	435.42
Flavonoids	435.42
Flavonoids	595.51
Flavonoids	595.51
Flavonoids	595.51
Flavonoids	595.51
Flavonoids	595.51
Flavonoids	595.51
Flavonoids	593.55
Flavonoids	593.55
Flavonoids	593.55
Flavonoids	593.55
Flavonoids	593.55
Flavonoids	593.55
Flavonoids	287.28
Flavonoids	287.28
Flavonoids	287.28
Flavonoids	287.28
Flavonoids	287.28
Flavonoids	595.47
Flavonoids	595.47
Flavonoids	595.47
Flavonoids	595.47
Isoflavonoids	447.38
Isoflavonoids	447.38
Isoflavonoids	447.38
Isoflavonoids	447.38
Isoflavonoids	447.38
Isoflavonoids	447.38
Flavonoids	465.39
Flavonoids	465.39
Flavonoids	465.39
Flavonoids	465.39
Flavonoids	465.39
Flavonoids	465.39
Flavonoids	463.38
Flavonoids	463.38
Flavonoids	463.38
Flavonoids	463.38
Flavonoids	463.38
Flavonoids	509.42
Flavonoids	509.42
Flavonoids	509.42
Flavonoids	509.42
Flavonoids	509.42
Flavonoids	507.42
Flavonoids	507.42
Flavonoids	507.42
Flavonoids	507.42
Flavonoids	507.42
Flavonoids	509.42
Flavonoids	509.42
Flavonoids	509.42
Flavonoids	509.42
Flavonoids	509.42
Flavonoids	507.43
Flavonoids	507.43
Flavonoids	507.43
Flavonoids	507.43
Flavonoids	507.43
Flavonoids	595.47
Flavonoids	595.47
Flavonoids	595.47
Flavonoids	595.47
Flavonoids	595.47
Flavonoids	595.47
Flavonoids	593.48
Flavonoids	593.48
Flavonoids	593.48
Steroids and steroid derivatives	414.6
Steroids and steroid derivatives	414.6
Steroids and steroid derivatives	414.6
Steroids and steroid derivatives	414.6
Steroids and steroid derivatives	414.6
Flavonoids	433.37
Flavonoids	433.37
Flavonoids	433.37
Flavonoids	433.37
Flavonoids	431.36
Flavonoids	431.36
Flavonoids	431.36
Flavonoids	431.36
Flavonoids	431.36
Flavonoids	431.36
Flavonoids	579.47
Flavonoids	579.47
Flavonoids	579.47
Flavonoids	579.47
Flavonoids	579.47
Flavonoids	577.51
Flavonoids	577.51
Flavonoids	577.51
Flavonoids	577.51
Flavonoids	577.51
Flavonoids	577.51
Prenol lipids	223.23
Prenol lipids	223.23
Prenol lipids	223.23
Prenol lipids	223.23
Prenol lipids	223.22
Prenol lipids	223.22
Prenol lipids	223.22
Prenol lipids	223.22
Tropones	165.18
Tropones	165.18
Tropones	165.18
Prenol lipids	223.23
Prenol lipids	223.23
Prenol lipids	223.23
Prenol lipids	223.23
Prenol lipids	137.15
Prenol lipids	137.19
Prenol lipids	137.16
Unsaturated hydrocarbons	137.11
Lactones	157.21
Prenol lipids	195.3
Fatty Acyls	227.32
Prenol lipids	264.3
Prenol lipids	264.3
Prenol lipids	426.46
Prenol lipids	417.58
Prenol lipids	417.58
Prenol lipids	417.58
Prenol lipids	417.58
Prenol lipids	417.58
Prenol lipids	417.58
Prenol lipids	417.58
Carboxylic acids and derivatives	148.12
Carboxylic acids and derivatives	148.12
Carboxylic acids and derivatives	146.11
Carboxylic acids and derivatives	251.18
Carboxylic acids and derivatives	179.18
Carboxylic acids and derivatives	179.18
Carboxylic acids and derivatives	179.18
Carboxylic acids and derivatives	134.08
Carboxylic acids and derivatives	134.08
Carboxylic acids and derivatives	186.17
Carboxylic acids and derivatives	186.17
Flavonoids	625.58
Flavonoids	625.58
Flavonoids	625.58
Flavonoids	625.58
Flavonoids	625.58
Flavonoids	625.58
Flavonoids	623.6
Flavonoids	623.6
Flavonoids	623.6
Flavonoids	623.6
Flavonoids	623.6
Flavonoids	623.6
Flavonoids	419.39
Flavonoids	419.39
Flavonoids	419.39
Flavonoids	419.39
Flavonoids	419.39
Flavonoids	419.39
Flavonoids	417.39
Flavonoids	417.39
Flavonoids	417.39
Flavonoids	417.39
Flavonoids	463.41
Flavonoids	463.41
Flavonoids	463.41
Flavonoids	463.41
Flavonoids	463.41
Flavonoids	463.41
Flavonoids	461.4
Flavonoids	461.4
Flavonoids	461.4
Flavonoids	461.4
Flavonoids	461.4
Flavonoids	461.4
Flavonoids	595.52
Flavonoids	595.52
Flavonoids	595.52
Flavonoids	595.52
Flavonoids	595.52
Flavonoids	595.52
Flavonoids	593.55
Flavonoids	593.55
Flavonoids	593.55
Flavonoids	593.55
Flavonoids	593.55
Flavonoids	593.55
Flavonoids	433.41
Flavonoids	433.41
Flavonoids	433.41
Flavonoids	433.41
Flavonoids	433.41
Flavonoids	431.41
Flavonoids	431.41
Flavonoids	431.41
Flavonoids	431.41
Flavonoids	431.41
Flavonoids	449.42
Flavonoids	449.42
Flavonoids	449.42
Flavonoids	449.42
Flavonoids	449.42
Flavonoids	449.42
Flavonoids	447.42
Flavonoids	447.42
Flavonoids	447.42
Flavonoids	447.42
Flavonoids	447.42
Flavonoids	447.42
Flavonoids	465.43
Flavonoids	465.43
Flavonoids	465.43
Flavonoids	465.43
Flavonoids	463.41
Flavonoids	463.41
Flavonoids	463.41
Flavonoids	463.41
Flavonoids	463.41
Flavonoids	463.41
Flavonoids	435.4
Flavonoids	435.4
Flavonoids	435.4
Flavonoids	435.4
Flavonoids	435.4
Flavonoids	435.4
Flavonoids	433.39
Flavonoids	433.39
Flavonoids	433.39
Flavonoids	433.39
Flavonoids	433.39
Flavonoids	433.39
Flavonoids	479.4
Flavonoids	479.4
Flavonoids	479.4
Flavonoids	479.4
Flavonoids	479.4
Flavonoids	479.4
Flavonoids	477.4
Flavonoids	477.4
Flavonoids	477.4
Flavonoids	477.4
Flavonoids	477.4
Flavonoids	449.43
Flavonoids	449.43
Flavonoids	449.43
Flavonoids	449.43
Flavonoids	449.43
Flavonoids	447.41
Flavonoids	447.41
Flavonoids	447.41
Flavonoids	447.41
Flavonoids	447.41
Flavonoids	579.52
Flavonoids	579.52
Flavonoids	579.52
Flavonoids	579.52
Flavonoids	579.52
Flavonoids	579.52
Flavonoids	577.55
Flavonoids	577.55
Flavonoids	577.55
Flavonoids	577.55
Flavonoids	577.55
Flavonoids	577.55
Carboxylic acids and derivatives	170.2
Carboxylic acids and derivatives	170.2
Carboxylic acids and derivatives	170.2
Carboxylic acids and derivatives	168.15
Fatty Acyls	163.08
Fatty Acyls	161.11
Organic sulfuric acids and derivatives	212.13
Organic sulfuric acids and derivatives	212.13
Organic sulfuric acids and derivatives	212.13
Organic sulfuric acids and derivatives	212.13
Fatty Acyls	145.13
Carboxylic acids and derivatives	368.41
Carboxylic acids and derivatives	104.08
Carboxylic acids and derivatives	104.08
Carboxylic acids and derivatives	104.08
Carboxylic acids and derivatives	104.08
Carboxylic acids and derivatives	104.08
Benzene and substituted derivatives	155.04
Benzene and substituted derivatives	153.07
Benzene and substituted derivatives	153.07
Benzene and substituted derivatives	153.07
Benzene and substituted derivatives	180.18
Benzene and substituted derivatives	180.18
Benzene and substituted derivatives	180.18
Benzene and substituted derivatives	180.18
Benzene and substituted derivatives	180.18
Benzene and substituted derivatives	180.18
Fatty Acyls	102.09
Benzene and substituted derivatives	137.07
Benzene and substituted derivatives	137.07
Benzene and substituted derivatives	137.07
Fatty Acyls	131.07
Fatty Acyls	131.07
Phenylpropanoic acids	151.18
Phenylpropanoic acids	151.18
Phenylpropanoic acids	151.18
Phenylpropanoic acids	149.07
Carboxylic acids and derivatives	170.2
Carboxylic acids and derivatives	170.2
Carboxylic acids and derivatives	170.2
Carboxylic acids and derivatives	170.2
Carboxylic acids and derivatives	170.2
Carboxylic acids and derivatives	168.17
Indoles and derivatives	192.19
Indoles and derivatives	192.19
Indoles and derivatives	192.19
Indoles and derivatives	192.19
Indoles and derivatives	190.18
Indoles and derivatives	190.18
Benzene and substituted derivatives	123.04
Organooxygen compounds	105.03
Carboxylic acids and derivatives	163.21
Carboxylic acids and derivatives	163.21
Carboxylic acids and derivatives	163.21
Carboxylic acids and derivatives	163.21
Phenylpropanoic acids	183.12
Phenylpropanoic acids	181.16
Organooxygen compounds	164.11
Carboxylic acids and derivatives	132.16
Carboxylic acids and derivatives	132.16
Carboxylic acids and derivatives	132.16
Carboxylic acids and derivatives	104.08
Carboxylic acids and derivatives	104.08
Carboxylic acids and derivatives	104.08
Carboxylic acids and derivatives	104.08
Carboxylic acids and derivatives	162.18
Carboxylic acids and derivatives	162.18
Carboxylic acids and derivatives	160.94
Peptidomimetics	227.29
Peptidomimetics	227.29
Peptidomimetics	227.29
Peptidomimetics	227.29
Peptidomimetics	227.29
Peptidomimetics	225.26
Organooxygen compounds	135.09
Organic phosphoric acids and derivatives	142.11
Organic phosphoric acids and derivatives	142.11
Organic phosphoric acids and derivatives	142.11
Organic phosphoric acids and derivatives	142.11
Organic phosphoric acids and derivatives	140.08
Keto acids and derivatives	89.51
Keto acids and derivatives	89.51
Keto acids and derivatives	89.51
Fatty Acyls	131.11
Fatty Acyls	131.11
Peptidomimetics	241.31
Peptidomimetics	241.31
Peptidomimetics	241.31
Peptidomimetics	241.31
Peptidomimetics	239.3
Phenylpropanoic acids	165.13
Phenylpropanoic acids	165.13
Phenols	183.08
Phenols	183.08
Phenols	181.14
Phenols	197.17
Phenols	197.17
Fatty Acyls	145.12
Fatty Acyls	145.12
Carboxylic acids and derivatives	202.15
Carboxylic acids and derivatives	202.15
Carboxylic acids and derivatives	202.15
Carboxylic acids and derivatives	202.15
Carboxylic acids and derivatives	202.15
Carboxylic acids and derivatives	200.1
Imidazopyrimidines	181.2
Imidazopyrimidines	181.2
Imidazopyrimidines	181.2
Imidazopyrimidines	181.2
Imidazopyrimidines	181.2
Imidazopyrimidines	181.2
Diazines	115.11
Diazines	115.11
Benzene and substituted derivatives	152.13
Benzene and substituted derivatives	152.13
Benzene and substituted derivatives	151.12
Benzene and substituted derivatives	151.12
Benzene and substituted derivatives	151.12
Carboxylic acids and derivatives	176.16
Carboxylic acids and derivatives	176.16
Carboxylic acids and derivatives	174.14
Carboxylic acids and derivatives	173.2
Carboxylic acids and derivatives	173.2
Carboxylic acids and derivatives	173.2
Carboxylic acids and derivatives	173.2
Carboxylic acids and derivatives	173.2
Carboxylic acids and derivatives	173.2
Carboxylic acids and derivatives	158.16
Carboxylic acids and derivatives	158.16
Carboxylic acids and derivatives	158.16
Carboxylic acids and derivatives	158.16
Carboxylic acids and derivatives	158.16
Fatty Acyls	117.1
Pteridines and derivatives	377.39
Pteridines and derivatives	377.39
Pteridines and derivatives	377.39
Pteridines and derivatives	377.39
Fatty Acyls	117.1
Carboxylic acids and derivatives	220.29
Carboxylic acids and derivatives	220.29
Carboxylic acids and derivatives	220.29
Carboxylic acids and derivatives	218.25
Carboxylic acids and derivatives	218.25
Pyridines and derivatives	123.08
Pyridines and derivatives	123.08
Pyridines and derivatives	123.08
Pyridines and derivatives	123.08
Pyridines and derivatives	123.08
Imidazopyrimidines	153.14
Imidazopyrimidines	153.14
Imidazopyrimidines	151.11
Imidazopyrimidines	151.11
Carboxylic acids and derivatives	173.11
Carboxylic acids and derivatives	173.11
Fatty Acyls	119.1
Fatty Acyls	119.1
Fatty Acyls	119.1
Fatty Acyls	117.1
Organooxygen compounds	183.2
Organooxygen compounds	181.19
Carboxylic acids and derivatives	160.18
Carboxylic acids and derivatives	160.18
Carboxylic acids and derivatives	160.18
Carboxylic acids and derivatives	160.18
Carboxylic acids and derivatives	158.16
Carboxylic acids and derivatives	158.16
Keto acids and derivatives	102.11
Keto acids and derivatives	101.03
Benzene and substituted derivatives	181.12
Quinolines and derivatives	190.17
Quinolines and derivatives	190.17
Quinolines and derivatives	190.17
Quinolines and derivatives	190.17
Quinolines and derivatives	190.17
Quinolines and derivatives	190.17
Keto acids and derivatives	116.07
Keto acids and derivatives	115.07
Phenols	152.14
Phenols	152.14
Phenols	152.14
Carboxylic acids and derivatives	118.08
Carboxylic acids and derivatives	118.08
Carboxylic acids and derivatives	194.21
Carboxylic acids and derivatives	194.21
Carboxylic acids and derivatives	194.21
Carboxylic acids and derivatives	194.21
Carboxylic acids and derivatives	194.21
Carboxylic acids and derivatives	194.21
Carboxylic acids and derivatives	192.19
Carboxylic acids and derivatives	192.19
Carboxylic acids and derivatives	192.19
Carboxylic acids and derivatives	192.19
Imidazopyrimidines	197.22
Imidazopyrimidines	197.22
Imidazopyrimidines	197.22
Imidazopyrimidines	197.22
Imidazopyrimidines	197.22
Imidazopyrimidines	195.16
Imidazopyrimidines	195.16
Imidazopyrimidines	181.2
Imidazopyrimidines	181.2
Imidazopyrimidines	181.2
Imidazopyrimidines	181.2
Imidazopyrimidines	167.17
Imidazopyrimidines	167.17
Imidazopyrimidines	167.17
Imidazopyrimidines	167.17
Benzene and substituted derivatives	195.21
Benzene and substituted derivatives	195.21
Benzene and substituted derivatives	195.21
Benzene and substituted derivatives	195.21
Phenols	183.15
Phenols	167.11
Phenols	167.11
Benzene and substituted derivatives	152.16
Benzene and substituted derivatives	152.16
Benzene and substituted derivatives	151.12
Benzene and substituted derivatives	152.18
Benzene and substituted derivatives	152.18
Benzene and substituted derivatives	152.18
Benzene and substituted derivatives	151.11
Cinnamic acids and derivatives	195.19
Cinnamic acids and derivatives	195.19
Cinnamic acids and derivatives	193.17
Benzene and substituted derivatives	137.07
Benzene and substituted derivatives	137.07
Pyridines and derivatives	184.19
Pyridines and derivatives	184.19
Pyridines and derivatives	184.19
Pyridines and derivatives	184.19
Benzene and substituted derivatives	167.12
Benzene and substituted derivatives	167.12
Benzene and substituted derivatives	167.12
Benzene and substituted derivatives	167.12
Fatty Acyls	131.6
Fatty Acyls	131.09
Fatty Acyls	131.09
Organooxygen compounds	210.24
Organooxygen compounds	209.18
Carboxylic acids and derivatives	88.08
Carboxylic acids and derivatives	88.08
Carboxylic acids and derivatives	190.21
Carboxylic acids and derivatives	190.21
Carboxylic acids and derivatives	190.21
Carboxylic acids and derivatives	190.21
Carboxylic acids and derivatives	177.17
Carboxylic acids and derivatives	177.17
Carboxylic acids and derivatives	177.17
Carboxylic acids and derivatives	175.15
Carboxylic acids and derivatives	175.15
Organooxygen compounds	149.09
Prenol lipids	151.15
Carboxylic acids and derivatives	338.18
Carboxylic acids and derivatives	216.21
Carboxylic acids and derivatives	216.21
Carboxylic acids and derivatives	216.21
Sulfoxides	176.14
Sulfoxides	176.14
Organooxygen compounds	429.35
Organooxygen compounds	388.32
Organooxygen compounds	388.32
Organooxygen compounds	388.32
Organooxygen compounds	388.32
Organooxygen compounds	388.32
Organooxygen compounds	388.33
Organooxygen compounds	388.33
Organooxygen compounds	421.02
Organooxygen compounds	424.35
Organooxygen compounds	424.35
Organooxygen compounds	424.35
Organooxygen compounds	424.35
Organooxygen compounds	424.35
Organooxygen compounds	422.33
Organooxygen compounds	422.33
Organooxygen compounds	422.33
Organooxygen compounds	422.33
Organooxygen compounds	422.33
Organooxygen compounds	422.33
Organooxygen compounds	438.38
Organooxygen compounds	438.38
Organooxygen compounds	438.38
Organooxygen compounds	436.35
Organooxygen compounds	436.35
Organooxygen compounds	436.35
Organooxygen compounds	436.35
Organooxygen compounds	436.35
Organooxygen compounds	436.35
Organooxygen compounds	434.34
Organooxygen compounds	434.34
Organooxygen compounds	408.35
Organooxygen compounds	408.35
Organooxygen compounds	408.35
Organooxygen compounds	408.35
Organooxygen compounds	408.35
Organooxygen compounds	408.35
Organooxygen compounds	422.37
Organooxygen compounds	422.37
Organooxygen compounds	422.37
Organooxygen compounds	422.37
Organooxygen compounds	422.37
Organooxygen compounds	422.37
Organooxygen compounds	425.44
Organooxygen compounds	425.44
Organooxygen compounds	425.44
Organooxygen compounds	425.44
Organooxygen compounds	425.44
Organooxygen compounds	425.44
Organooxygen compounds	424.35
Organooxygen compounds	424.35
Organooxygen compounds	424.35
Organooxygen compounds	424.35
Organooxygen compounds	424.35
Organooxygen compounds	424.35
Phenols	183.2
Phenols	183.2
Phenols	183.2
Cinnamic acids and derivatives	225.24
Cinnamic acids and derivatives	225.24
Cinnamic acids and derivatives	223.21
Indoles and derivatives	146.14
Indoles and derivatives	146.14
Indoles and derivatives	146.14
Indoles and derivatives	146.14
Indoles and derivatives	146.14
Indoles and derivatives	176.18
Indoles and derivatives	176.18
Indoles and derivatives	162.15
Indoles and derivatives	162.15
Indoles and derivatives	160.13
Indoles and derivatives	160.13
Indoles and derivatives	160.13
Flavonoids	579.53
Flavonoids	579.53
Flavonoids	579.53
Flavonoids	579.53
Flavonoids	579.53
Flavonoids	579.53
Flavonoids	577.55
Flavonoids	577.55
Flavonoids	577.55
Flavonoids	577.55
Flavonoids	577.55
Flavonoids	577.55
Carboxylic acids and derivatives	130.14
Carboxylic acids and derivatives	130.14
Carboxylic acids and derivatives	130.14
Carboxylic acids and derivatives	130.14
Carboxylic acids and derivatives	130.14
Carboxylic acids and derivatives	130.14
Carboxylic acids and derivatives	117.07
Carboxylic acids and derivatives	117.07
Carboxylic acids and derivatives	115.03
Organooxygen compounds	503.51
Organooxygen compounds	503.51
Organooxygen compounds	503.51
Saturated hydrocarbons	241.25
Organooxygen compounds	261.25
Organooxygen compounds	261.25
Organooxygen compounds	261.25
Organooxygen compounds	259.21
Organooxygen compounds	259.21
Organooxygen compounds	259.21
Organooxygen compounds	259.21
Organooxygen compounds	259.21
Epoxides	224.29
Epoxides	224.29
Epoxides	224.29
Epoxides	224.29
Macrolides and analogues	319.36
Macrolides and analogues	319.36
